"property_id","Precio_Pred_en"
"22a43024821ad081e654c5be",736259497.176739
"55e307c88e2a943acd64a9a5",732958498.874937
"5102f4786cc032e24781c7ab",574307360.686909
"f53efb47de2bca5912ad7517",702175213.030967
"a40861d6573e4539ee3c23e5",656782199.327014
"6251cda3676ecbdb6555c526",675645872.743156
"58f02c785ee9a506e899b967",903876091.943155
"68cda50b602acb4efeb275a7",572151749.815206
"f5b9cbae30356fb3a1d005c6",927379822.732535
"c57e1c323ddeaa7475e5189e",651462523.576105
"84856812b63dfd9630fa49e7",971329036.027829
"40a53a3f3d49f7905966295f",648552409.754076
"63613a9290bcd9e1bcf2786c",837612493.576897
"a541b35c62878dc2c425235d",680586959.11999
"2112e589911b979db6e05a6c",1091639633.88891
"55ae7bc854658aa5fa49d368",644407479.277496
"bb2dedf6198be0f3ce2c4ffb",514317174.756255
"d353be29e7ed2c35b920f7c3",645888199.528291
"3dbb09358256bae5199e1318",688729215.00062
"b288c52e4d0fab9f579122a0",1049923495.45251
"0bc16b384acd3f8263e386de",657300362.963102
"0fa87864632b7bbbd161f879",673408046.39
"7bd9cefba3f5dab498ef926c",1026695242.37545
"fe4a6d7d7ed28b85c5816fa2",710269513.887555
"7ba618fdb1fe8694eaecb64f",514317174.756255
"c33613eff66948d1bb8ea3bc",1049923495.45251
"a642351076b7706a733dc52f",902362486.833166
"9f27627b9e439fce085cb01c",420328593.36912
"a4a4a57cf20ad739291aafcb",555004211.691648
"7e3937cfe43dc906983fd321",684997118.25147
"e82508e88e3f62fc8e67dc16",666185111.020216
"adeadac88e573824f08efa21",537949883.723362
"940dd8311f2b49d4ec212fde",440047693.516958
"c0706c78d5d98202dc24e46b",603294066.920115
"caec584b5b6998684bbc6a70",538526577.610452
"55d4b530b881abfce2d03e56",762831184.20386
"405bc08707001684d19f6edd",619444241.171514
"5e9e9339fe1c3a06470cf7c6",605567345.384024
"c49644baf8dc51d3f76d7e7c",608277246.626671
"2fa288389b3031d595973793",700392334.706316
"404364fe956884368e2f8300",805878424.436087
"767ae7de1818d645a33749e2",791038690.133806
"5644b84ee2edcf7267b2189c",661801056.23059
"c80f897787541816ad63bc17",786349517.652649
"35b03ab66c19ba2049ddb9a4",420792928.582772
"34926bd7f9880e277e75a447",588041201.909815
"ecaa5e38ff6cddc14942eb7a",739988117.270424
"d2eeec3fb1ee4d686758534e",592055091.497447
"bd6b68abb113370c35786557",744218152.157742
"be8fbefb8e06fe169237d4bd",429883691.010928
"dda7a886135a1fd8106d04b8",736259497.176739
"cd17bb739ac79f80d6f651a8",853623745.49977
"31a73382ae20331521bf2e6f",619444241.171514
"9a51784f33b0cdfce8312163",484146199.463007
"8ae869c5033c248f881ac313",799641637.88927
"49a0715897795017ee0de843",504497494.345127
"e570a5157e02d440a78ca008",514260413.126772
"4570a3ca0571c70657b4a1c6",540731806.159326
"de32ca7785b71dbcc76a50a1",564774004.201896
"b9809baae395914981a9296f",536854789.343646
"fa56058283c975be76d7c990",637075470.014202
"7b32938ebf0b1b167a3d2d20",638112577.326657
"47e6a61fd652a3dd37556ddf",660135008.461218
"6a42271a0b03bf9a856d1acf",684534588.789682
"558d9e4b57fbe6c7e0a09a95",707448039.777455
"91a73bedc30e0c2acd95d6eb",521682214.345496
"f8189811dc639d760937df95",587069208.868958
"784822ba0060eac9358cce22",418620586.001224
"13c51ea93d19df6c273a1502",432065212.566329
"176e00102fb65cba56279287",477808407.07079
"52e5904902e4d75ad87afde7",520561160.181579
"728ce22c8db9bd0abe3f20a8",534398174.903833
"e8bf121ec117e383c843bc51",1026695242.37545
"0587e7e1f03af8ea6c46290e",704148508.397878
"d994f3919c3c8fe0ebd538ad",651890917.608092
"9d9564415e52518c2817f66f",650125731.186724
"9362189c5d784741c9b0f8e7",902362486.833166
"b81801f02a73feb1db7f5e83",955742579.754494
"7ff8b0b5ab4fd12f3be399ce",1049923495.45251
"d5c8073e3ceefbfbb547eee3",657300362.963102
"e2dcb036931bf4b2aa030036",707259185.678316
"7f2e9d302a6ed1770db9f7cf",619444241.171514
"e9b054016b281140d2566d88",615777526.22614
"764f506bb2aa1ac4de918a71",602020344.418523
"9fcdcb2be94744d00e734a3a",791371433.503161
"b8d06f4ce0d6e71ba0fddc26",979873010.090715
"f0ebddf2bd5aac661e4945ce",739144776.62741
"9c20784acde0823e9479be2f",761223838.292814
"b1ecdceb6ac00b6b047c241b",791094390.356937
"fd19e1b2e61f5efde879f6dd",657300362.963102
"7b81996f3abd287b50adf8da",747622205.280216
"de6010c57fe78d975be38c2b",865120292.645737
"9a76cc7c650230c670e703e7",523545845.475879
"9b0833992397c6e50b54715f",615485227.94997
"6f192e6a537c1509521e1e8a",666248874.963144
"d1668e2d35a939ed126a3f8e",702175213.030967
"a17807447696896bb61ef8ab",874922878.673704
"6689af92cae5d7c9c3e2f215",633841306.823881
"ec03a01c961659f2cfd9c973",588287750.573692
"6a112af84d5a81f3d16dfc32",743945858.981642
"196ac46f656726bcb8087ba9",618333416.972994
"fda25a0b6b9f62f92e3ea6b8",517506136.973443
"dcafab7adc7b763bb934496b",546699423.25312
"a6a07d35b3834bc6f81beb6d",626194030.96637
"10ce9c7a0a58aad19778e5f2",743945858.981642
"50cb49d65d04a5d166f96e3c",496681902.876906
"06c1673c4a7444e7aa80abb7",468512173.211375
"53881f29c7a6bef0ab537466",541513112.179203
"2b028932adc74c961170a4ce",403626766.87379
"f3a1bbe01d265470a2d7332a",549093300.489824
"b42d5b5b38686929eadd56d9",470252579.477375
"bafc63f23f097c24d36c76fd",458629328.869899
"f164514211012e3a1686b148",579648586.191191
"82b90288bffe8c1c0b5a1259",560168447.96843
"2fe64bad1bc8a43fedfe0700",543078095.880877
"da5b958667b31f4f9a1d84a9",701328564.573363
"b3bc9a04a3ebc1b911326735",699632375.517455
"9ff3acb07666d53f00d1f1db",461055345.100643
"13a44ce5066ce00846b59ae3",897958948.081593
"bb45c98dbab56e5abe20ac0d",810321664.969927
"f88bade1cb7ee0fa643f31ad",487439604.491051
"e9ab6916a79b4d5182d33bf5",555374716.062496
"144162ecfcba71bf09048dae",528123046.11466
"19466034c2ce19c24a179fe6",591885880.829211
"3787f6da3e961c0e10d30e6d",512597331.653495
"908330b0d2651093c0bb6719",695745009.692649
"66b7baef9c6c3c7ad24636e1",605729172.254084
"69cb0f3d422c2c78373c2e0c",932425988.876655
"1e866483995b30ec7f79d9e8",836638471.964485
"866f2a55f42cf30c4105631b",836638471.964485
"fede7e1a7a6f23338af6f40e",549157697.728948
"7447156f2967391975d335f0",591885880.829211
"08451af5a81fd6a63c4012cd",656133239.792224
"f63608198bfcc858abe1ab0a",693854450.625881
"e9a0dff7ae48bd3fa2ecfcfc",685832850.820962
"cc97f62e2fb9d3e31ef1c00f",608217302.181998
"ed40f198ace8a4405cce7a1a",618091270.782522
"bf17b59bf2ac2d06894bd786",568708413.997269
"7f9bdd2157f6c3d488c77ddf",822879428.397893
"9350225547486ad75c0b5ab3",574189936.769203
"d1166776fca47427c77fa8e1",693030039.977075
"f719b387fac4f688b57dc646",922709464.721179
"6ce8991a39ec7b9883f85000",923677166.320778
"353743db4334fee80ac08d0b",857521906.026762
"372a3934e8179422b5cf5729",774772805.814288
"81516aa72c98ded9223db098",682258399.254384
"9e80db4c35139bbb18775644",605893888.282704
"12ed2c22a923c840ef616a3c",856595295.130307
"7bc57b136bcec053cbd073f3",704120605.025881
"331c515e7f0dbb4460810999",704210936.926329
"cb778195c5d61a7c4185424c",984810414.570874
"9297c340db8a74e10dbba148",619444241.171514
"bda914dbacd42b2b7c6c5179",553747831.624653
"060451a9e3e0416ff41d253d",660135008.461218
"43059ceabe98412315566838",2023654535.46769
"788c49c17df556bce0abf6ce",723109039.813611
"8ec8cac469f2448654312aaf",775756998.072731
"60b5b0aa0c1319557cd0cc85",920234851.807502
"72a66bc6d15390eb05a5c688",840860914.603802
"013e2a07f94a99323b64d370",995123252.055544
"4a5405b1e181f5b10fec35a6",661801056.23059
"aff22625564f00844ea2610b",704148508.397878
"b40addfc0da42b0e530503f0",538526577.610452
"1376106ebc19c929df27bb62",786349517.652649
"f591597c9a1ddd9852eb3cfd",995123252.055544
"d56159653f5d2abc5ed5acd7",690099879.813225
"45550aa81c0151f1fd9fd8fe",1056396189.73317
"735deef3382aa15930482f3e",898652995.263409
"0dd49fa8bb7be52b851c6dc9",1540135448.57417
"7d3220a91e78f8bc2924d1cd",908532872.214342
"d3054072b2175deec2c1f8dc",472817431.096682
"b7574b06d593fca4eac59815",474716189.354073
"79e822115c5c1a4531366001",583713566.046173
"d3ed5316a463d38c1bd321d0",923908109.750481
"2f1880c9b8f7ac2715e1236d",763936557.46575
"dcca1c7f109175760ff531c6",539487676.424163
"dfc4f3facf91bbd93ee0fa4d",458081652.77659
"30e134a6cbe61d7954d0f56b",450648471.28105
"385fee7bd9ad7722d45dd034",409101352.641976
"87199c236bf22903d1aafdd0",428752958.835347
"19e19ad0cd6b5e84d8aa970e",454153254.636502
"907f968e78d748fde69dd44f",816266358.599195
"be094e5db0f784e3aa013aae",486578444.701003
"7ab96f83915bc84f8c03c1bd",528967995.389294
"07f4aa9b9ff5b0b05d31e6c0",779596229.120743
"e9be8cd37abed8ab510ba1f5",831809696.979397
"5f6ad58df27b562db077b5ce",1027439111.70319
"ee96d947484aaace40f9b77f",864670053.691133
"22d6cb11333f2839b8112b89",1065435080.0574
"288c09c33907dadbae495c11",2086568353.39328
"f71d2bca0c5fe2720a1544c4",525526171.906458
"451744cf3ce55a98db8a3562",461176028.131389
"fba9ae05a6a8a9e0c6268a9f",563051883.253793
"1338e58f7dcebf5a1ea59388",427830942.550263
"a817e8da0ada143ac87277ee",557696615.373263
"46d8bb3e9a0ca584d3c7a317",834728133.064373
"b2506aa9463aebf01e1e00ca",405063582.5241
"7ec025b9b6e6f33bf65af41b",427053165.330035
"2ff531e27672ecd2362eed55",652419832.782989
"9b3cf0d1b91b9c6a2a887647",702115117.904933
"7db5291ce4602d9b2b266872",434688595.328592
"65d5918e826c33bb950fc008",899807471.231975
"395c34e4b8f52cbdb0522459",619469800.14553
"855f4b67d2bd6d18fd03d8e7",583344805.820727
"9ff06409b37e5b5dece4604a",837134894.399918
"0508cd7bd2c77ebb6fea1e56",891423302.161354
"b45fff2e718e54772d46a3fd",937441501.196856
"cf4d2297b73dbc357d21e31b",872259008.65865
"0ada7044c5b29925abc90879",932002820.02577
"6305f02255274ab5fb6bd39c",977770451.223017
"d9a94194ae1350512beff3e6",1153831061.95134
"e3896296cb80d50d9ad3f903",628977834.498033
"6514f355887c64136edb5595",1252950538.86488
"f03400cc18e12903b3ffbe5a",1272247223.94579
"4e134600155a64783b3f8c3e",610979959.252417
"d63ebc63c82fbf66d8b6ffd3",1306671634.12801
"1bd64811bd59706844230198",755753132.245235
"a83921284639eedd4a511cb6",1538775792.28937
"a2f3f7a1cd573e2a33f52e2d",1359178393.17656
"47344a66471fa51f61c64652",1362962395.81671
"78fd849c9429091347d7e5c9",1248377397.67609
"c3daf2abea55af99c9579319",1082600418.96671
"52864916eb1984abca41ec66",1788938467.84658
"c62494a9d7aede44f2f84023",938995549.148097
"a2b576643f7a032371587e5e",1379912155.79364
"e53bc68f0e97ccead24f3e56",491670110.560091
"fd82c710aad91bc90af490fe",811666126.036714
"d436abc2ee37ba3dd561e940",812129631.923516
"216a598114a403676011cb51",831047605.088565
"ea230d5eccd2b687888173bb",939769791.431926
"18bd0dd7580f2a7cb19a90b9",380904507.037495
"b143c8ca6d334f6a73c3f2a0",560856582.379253
"ab388cb4fa511968783bafee",528967995.389294
"6a4f08cd04d558a56af732d9",563675482.449091
"7216c895aa047c4f405c4941",1041316965.94432
"a493488dcd906dc74cf8a604",526819241.860597
"7844b0b2bc65dced90a355c6",1047513943.76497
"c1976383069b6b82ab29d092",465642188.967044
"e5cfd99e2308b7b73581dbdc",444498520.70847
"c18c2ea88f4ac53970b53d2c",1065641281.61421
"842c9f0e4edf1e5a672ce15e",511110398.331058
"7dd1e46dcbddc6bf5ef694de",517052792.544607
"6cc4f32b39180bd1ec7e117b",1036878935.93549
"b3402a9173d289d6db78e09d",831809696.979397
"a446507813234e358db8b573",631397406.153449
"c8ef57ddfb35061d1876f94e",1476084344.93179
"360be0df2c003005e3db080e",1078766050.17624
"9ab245a4c91877cb7a8661ce",1042361531.00033
"a57a34c7486e7a40e8deb316",641954201.207051
"ceba7d0f56f6cb03538962fb",1152671680.47526
"d5475993f9db58c3e4baf7a3",1299454840.0028
"d37a1dda09e30da13ff5bfc3",1174209780.80086
"68a8b8d077a8232723bf37e9",1027439111.70319
"e1eea7716ca6490b7640717a",1304051190.84007
"4ae6d75b10848d259ecba576",1096574258.38474
"17afbce5c0b56732abbea936",925231130.001847
"84a2673eccd3cf3bd7fd3eb0",1788938467.84658
"f2f4e6cbafe527b155707f01",1065435080.0574
"de2e3a592cda5b76c9573c5c",1745541124.15429
"fac651cf404a58f24dc7d286",1820839746.66874
"e6f312a0877af26b69855a3d",840876258.119799
"333a643c623a9bc75f3a40f2",1705263785.6866
"64593641e470908ef23b46cb",1977449751.56591
"ce9f2f0071be658ae75ca6f9",1379912155.79364
"9ab385e399a4673732b6a799",1022056858.76326
"3429c774b736cefc051e2c55",947325194.719581
"a51ad0372758b2bbfe73f8fd",568624940.193516
"ca2f81b8fb6fda20aefb0ccb",935096694.239487
"3c1b1f86087f9b99380e387c",533640888.15492
"b0cad5d612954b8cab18101c",832615094.140379
"7eb991f4c69215377e4dac8f",983970013.293019
"0d130b8bea4321300396fa34",1126775615.6631
"8dfa059401e1dca80ae65ae1",777836076.856672
"3e3f264cd0ac7a65ed2349a2",641954201.207051
"112dce80bf512f3f24391d23",1065641281.61421
"ff25ded6333278149f8fb68f",1083443998.71734
"d555b82c192794e87e9d536f",1089691386.03314
"a787382d96ef9fce8f27bc70",873218063.2055
"8c3aa295f7bcfd9a43eb2037",1020083448.22612
"13ac95652fb3cf6c43dafc66",721490474.459007
"42fc6a80b882c32f6264ac10",724013704.950461
"1e9c53e09220d689a0210ab9",292361005.92637
"3348706086aa3db5c92259c3",430443853.727756
"66d402a9b7d05f29282ddb00",515561329.182023
"cf88be51d6f31c10e5868ff7",455147790.596681
"30b3f38716be209a894b0942",416906224.51544
"0a5908a92d0ba3e36f54b1f3",517645983.199271
"dd206b6ea2d7f6555109ea39",538770441.203357
"c641febd8bc2ece3e4d2d8b6",566710106.883663
"c11fdc02a288af0572a2bca1",1429243070.63783
"35dc60a65969b264ab283d6d",593249513.447599
"d9cb0f637cd4feaaaf8a21c0",800420607.650184
"7e8dfae9a5f1faf8afa706f7",586777702.549709
"a280fe7610c254b935c9dcfc",444326795.925926
"85524880fdc4e4daf90e96fd",555491761.773411
"f361109d06f6609c16724b39",899807471.231975
"3f6b2f0c0876c21755369cb6",977770451.223017
"de26819064a290ce78d8fcc1",524358490.259958
"91be1260a84ab7fa3521c495",845263738.317419
"18c8dc4549d38c918af2972e",962133068.182364
"782b0fb8641849c2c34291e6",501763917.175028
"54933f8b33a4fd6f031ed5be",604894434.139669
"953176c9a901b4f61c030432",1077170491.98183
"357e2add3d68167a4f3ce15e",1105329871.96801
"90332d50e91925eb9b614bef",579879509.751073
"11723d1d472bf1a3fdd8b72c",1063414859.37996
"01f8b6799e2910f7769db175",828269315.197308
"a0d5001f7dd42d7f0c91d2a9",570737049.528665
"d4439c35bcb88e1490916c67",658669038.125743
"4a73dad0ff8a5262e8b07c4b",1664254831.86967
"3dd8085a65f24b497ea59557",852736063.258352
"39ef085809bc80e32e7b6af6",1052243372.47346
"b98ee16e8fd7d1c75a9da13c",910492531.937374
"16deb26bf740fa61e258f545",1152777222.72063
"732a3bd457d7798e1fd892f6",1272772540.43586
"1376058cb128a1c7729cd2e9",700807253.145137
"cac7e7c3e13af91bdc7107e8",1523226106.86352
"9f3dfa6e1422f6aeac527c61",2298318602.941
"4dd3d1288ccb66ee4fb9c097",2125129932.63047
"15fb97d6a43731d61e95d004",999414203.049566
"dac29573163315edf99e0e7a",670495083.851187
"b93f2864087d41c3c92d43c3",1308794691.74275
"cd4656aed92f5c0a0b6b7c0c",1308794691.74275
"556210496090b42ac10cf1b8",1379912155.79364
"762979729fb21e56a32ed14e",1379912155.79364
"ea935b76abe664d5e2c4736f",899807471.231975
"40e9ef1e7c6749b7a8d04ea9",1180727949.46928
"058265732a484ac8d5497f5c",881252255.480873
"6f52ea8340cdd283f9a79720",691019583.369151
"cafe7c1ee67458e05c84d5fb",977770451.223017
"3f45ed2f08a2b03b738fbb5e",608422162.62572
"f203b18854b75c4564d7a17d",1058199932.40659
"d5333f639d11bc3ab073ed72",441022236.547993
"c14f644116669a160446a945",585776936.891998
"de585856ff546e00a5a4672e",435732301.706824
"7a80663cae7c191b5d025fa0",548262587.962411
"71f80198e68fbba902650b1a",808989426.320041
"f3523e0626df8cea803ead0f",416224028.911518
"619abd5f978b1573761be86d",848508433.448808
"17a2323b855e93533a9f09f2",834847951.500476
"38e8630f2c05ea38e2257c21",1164551954.58605
"1e3798d739f85ee0e5a314ca",542583355.287542
"46d0544f411bbfb6b452858c",1056262085.77752
"605e7a71eecb13b23ffca0c1",626367415.039447
"7515b37b7ae7c62f3dafbe7d",1030297242.12171
"28be121ada9c9303be802474",1112902439.17225
"331d54f8a1bd3dabce73d6d9",823602490.358752
"22d167639ccaace593dffa31",497728717.213779
"36cd68fc3ffab79fcaa340ab",569566905.592361
"64eea2e9a13a8edfe8ac7027",1268416375.585
"97fe6eeed892111bfa20255b",671822726.494859
"b54e6757829ac95e2076d954",1353652052.80237
"dd59b8122458557041903207",658386669.858371
"b35c58fc1c05a77433025318",1078108597.54476
"c41964afa164d8b75f8dbe92",1150484060.93927
"96b3ea80cce599b68f96f86e",995957036.84343
"a4bc87ad4f1ad97c0a63d843",1168374370.1466
"16e62269e6aa2ea052d05f71",1322008990.64826
"518b37b51f824fa0fb5075d3",676792952.145838
"e083d83369cbc93fb94842a1",1029035166.17023
"57deff02895d5286eda10d89",765404499.454237
"7ed35835fbe694bc237abe38",1068532417.00492
"b48efa9ddf36e85164354f26",919208308.001229
"5910c9b29a1025bada93a5e1",1181487553.50091
"10a650e8cb5425c97f08f68a",1149557917.76711
"9e0feca2ec3043ae6f840631",1006359645.02956
"35ce37bbecac6b164fa21e6c",699461533.56375
"c4955010d066e013812a85ea",903431405.736294
"d5a83c31bec18d1c3eb9af7d",1311838125.42351
"70217bd08583854329722821",684342795.14588
"28e748e7aa0a447731e06706",1399808996.44356
"27929c0a3e0fd2d6d2969e03",1007736699.28172
"5c5ea0d8bae75e0a5c88414f",578267390.689391
"2233f50cf7b04791cf1ddeaa",1223849093.13235
"bf430621f17dcaf17fb91ac7",1100813455.56475
"d8dc9de06461e0220bc55906",558460522.483431
"d988975f8c4e6ee8fd8dc1e1",1456432630.82082
"bab884e0f99df269805e83a4",1135558676.19131
"b6f195d44ddbe10b78b97191",954676393.104484
"2ab0eeac4a228d5769fb4365",882294064.905738
"347a4deda03bfdde6d1c163d",599079270.678386
"17230f18b30b94606fea047d",428038276.176029
"eab4ae491bbbe7b8ab107229",459394051.487596
"07c753474a847bf2bccd55b7",1057160309.67161
"b7ce05400f0261743073e072",821823901.132471
"4a33d213841d2af537aa967a",908207619.282587
"04eb0b590ce7483c615b043b",1037762434.04846
"a01a51af09a3dc387a18b58c",530097532.908282
"270b930a9e22d5016ffa4019",1388601583.48814
"5ed1320fe84a518e267ff537",1101603162.58758
"f04b574dc221473cfd616e22",1218814466.338
"6f7e390aa6135019dc5a828f",937699103.136839
"776d4a19fb3852fe6dcd3ddb",561533814.363675
"b7f164b79658952248866c34",694590111.895668
"aafeff5826516e363471e439",472349112.664597
"eba6a2b80a17a846ae560ece",393238602.974499
"90e62f8656ae504bf6175e0d",1375897653.78078
"dc4331d09a1e36baaa6bde53",1339159282.80864
"372d67ccb9d251e290891f0a",451855441.682742
"a7801c67a0ddd71c50ba38d3",528967995.389294
"e4d6b81f169cab8ea0244d75",931147630.913949
"cd5c6655243a4be0912bc92a",641954201.207051
"f7a7281a19733251134364fc",1502432872.92855
"a716ec25a219961fbe90f367",1065435080.0574
"8bd45966c16d4eafb49ee2a2",900054589.749733
"baabbdaa5e8f69fc90d303c1",1894778851.99836
"8bed46960db1b2a7954ffbcb",1085460559.10888
"dbc123f9502159d660f375ca",2841908232.17562
"a4683facc81ccda10e9ae388",1379912155.79364
"3a576586fa1aac85c2ffb75b",2086568353.39328
"b1fb98d0ba25b21c6647d423",1894778851.99836
"97fa4be3ed93c37c048f507c",487451005.709667
"cf184cc576effe39c0f857b8",701960283.390619
"784f67fcb2d009d352740ed1",783967742.930484
"f4d6ce332121f814aa663fca",551244406.983811
"c87ae84ef029febca1e633e8",916944324.280655
"e876c6fd9c161861fb92ad5a",989739189.44562
"234c94e9a248ae57bb5a0771",718542333.456447
"a49c2976ca4f24f3a6b622e3",588702687.452366
"ffc171cf73514bed077339a6",418627161.545283
"fba83f5feea2522888377066",397289394.539584
"1a593800d5785ecc36c25ead",675186901.090074
"ab157c9601861dc387a91b82",1125671101.49563
"f87f8003f15b0fbc12609514",893823739.45822
"f44d035ea2b15b2c69d4da50",2026318967.36572
"fc815b59cce7934f816f0502",857913722.214339
"32915b77ca68000ba9eed6d8",955233162.686336
"cb083fa7ff634f424a351840",702730319.430877
"4f3c7b9bc78f882f858b3d3a",419655315.523153
"53d33316e237830ad463a26b",908858421.959307
"f5d852e25d51377686c43bc8",950219833.039205
"64731b6eaf4fd2bb6c155013",671903491.659763
"dad7e45e4706ab2564ef9cf1",484030737.113178
"255914e9b13ad94efa6ed365",943069134.921895
"5a8950a64b4aea4ac13dad45",1546602210.85517
"70f51b4abf26651111305b1b",846572057.677125
"8919ca18fff7571002e440ec",1551246093.6291
"f776a4e0c8c82b3d29756b34",1379912155.79364
"7ea4af39a7e577ffbd600f0d",971753322.661852
"45fc0d46c7a4df7ff6976fce",1403025816.96532
"7cdcecc706fc7c79cce45b20",838306732.265165
"3503f56e09e639be4762ff2d",1250862110.45596
"f70ac0d227db6f5333aa821e",1401251385.15294
"20db610da64f80afc1621b12",461073115.627034
"c80ef212c870e2f20ed2234a",1160475806.64418
"7dc68d5cac1b7fcdab35586e",1146415452.57676
"a478fb93a131fee4119bb9f9",1766029551.80941
"7749b2b534213ec7b536372b",906866736.496797
