"property_id","Precio_Pred_ols"
"bd12c705950c46e679c34bf6",720378116.685467
"e3202b635974f7a3367c0ff9",734102480.682169
"155a8e4186d1626fdda4d0ee",645996031.500208
"674c02227165e1c7189c54e4",777743897.405849
"f56bca5bebfc765162c8cae0",611601954.782104
"5f4b0ec9c7452b888b33c3e8",422045190.809757
"fc8836e71725949c5f3fa7f7",701269635.417016
"4f431d80287051ca323f2c08",637646139.972565
"d49aeae19e13909e75dda2b6",499575120.781126
"6732b448d2e4f32679f235ad",858373617.482085
"e3a62f080c25f404ca995e06",381798055.300602
"ae58dee872922a9c678dbfcc",1050917903.29881
"5ec01e911785dbd5b49b166c",685420003.312701
"7acdaa0cee1ee62e15f4490b",533354809.51866
"e3dc8b417819e9afe3fc7d0d",618957203.061416
"c71fbecd8f7310c201adbf40",592172582.004628
"9c4dece6127f1f3f3bc1e0f7",630449110.599756
"44f77a86369d6607753adc09",601047048.36895
"6859481703fb0cb34c1e564d",480006469.797552
"7ba0c14dce0cb09ef5735d9f",644405311.0222
"62cd6a29e98a5b7a5ad38050",644405311.0222
"5dbcb55dbba823dc31b041f6",566138861.647008
"2af941adae2e8dfd66542055",680053790.034683
"26db92c003c8e67d92d88aaf",813524633.51896
"784714647351cb6745c867b1",734902235.01219
"5ff696d8369101b6dc60e2ed",526264733.851892
"95ade3ab8dc04237acd6441a",523609077.296642
"97badba651a94721af5df3f0",653758565.460782
"b2f089146c30929c4836f0fb",542387195.409318
"b6d5cb459999de084965e993",659267340.52429
"cf8418c60f4e54dfa09b1e6e",538617600.900823
"1dcf71e8fbfef2c6534576df",653758565.460782
"c78b16f05ef58855da0d4f2f",611283173.058492
"8aaeae6bcfcee5ad928ce28d",793219192.543152
"1a93cae134c79a43b13ce656",734102480.682169
"ffad647e8ee35eaea6378fb6",659834892.851745
"fabe0f299a4e4bc6f51d54b9",611197181.824921
"c10f25fd39dd36287a6cde73",701269635.417016
"f37d31c512866b575780c4b7",486552975.509067
"f9796e9d13fe1becef435e54",1142798121.04069
"1c2739878e452a340a4e8972",814250108.470333
"bc230105784ca8640e499ca2",483576656.757179
"622fdba953206a65224f2c82",548168198.69807
"d8654c08e95b39e3b4891cd9",842993151.422711
"734efe04fa6b326ae1d072e8",460273978.010514
"bb084299ad23f245d7cc5b69",608336924.580483
"4a119b1bbf04b4bd6051c5b1",566138861.647008
"f844345b6224bc76bc3c6f91",545366206.530835
"052505ca8210e5e651fc0b63",588617374.486365
"1574958978c9b5d23d9521b5",548239928.957922
"b3fcd9cbfd485e4e1da6c89c",528478166.863013
"dd27922be5b6f730f8b4e058",520283475.243042
"481492907baba4574d4a6f35",734102480.682169
"10e5e54ab66b58b3f41ec381",498070677.953956
"90a711f776d53cf654614649",732217586.900778
"03a84af05df0f577e09d60c1",618957203.061416
"c8d4ffb290aa9cea002e8d67",532547105.847751
"cb89ad8156c3428ac80a4db3",689250967.805818
"fd36cffb856c2a14982a5fa9",496158210.672185
"920b50f4355cd2674ceee068",624070198.053767
"410e5af026805ec8088f2e71",694031895.060352
"5965d19a68a8414b0419bc68",586646924.144172
"8c787c1e6161b18601e6d7de",577879991.319142
"70ea0403b722a1dae1ff9b18",659834892.851745
"d09dc3a3270073e5f1cb353c",566138861.647008
"a29e18f37ded2e901181d7d2",732415982.952124
"14ead7469d05e5eacce6a575",766423477.569845
"1cbf39c44f6b0fdbf9554845",656291372.741467
"9012294b64280c565a88a1d8",878183959.743536
"dc0e9ce44b9932c6e48a9390",606373828.01017
"b0a7295da89516be1c44512e",535462873.835181
"a88f4eeeeac5ccd1ba9b8a4e",667075124.716273
"5fb9bd3aee2e1320dcbea448",383323480.939756
"ca7b9296080c9fc9fb232782",735341804.164011
"63a5989d0dad994a6af7734c",607543338.918211
"7d25023ecf668945c87e0666",674665550.539514
"e3338ac993873aca45755dc8",674206192.482708
"2755af908b841e9024718b3d",772087607.599766
"24fd0b7f75feda5db89a4127",772199032.003386
"c2b9a3b2747f32d26c8219fe",804410021.297659
"3c3c7861a9727bedf5e3cb29",680712529.285362
"822ba8fd3c7392bda84461a4",918004849.746619
"4625168852b335b223a05bb3",516703588.893645
"706bddaf0b87e4f076247450",684440886.052297
"917218fe1425d2c222da1ed3",864854209.534239
"45e92799de1a5334c3d2d72f",843005436.609164
"8fc4070ce12262679c381515",790900024.26971
"0eb8f10c9d5ded1b09f60baf",802662134.653189
"5cae4522fa829a1614739b64",904105877.84605
"bb71a24bc5ea4051d84ecacd",810144764.789699
"286ab2411118455780314355",1010236684.64038
"d714e15ab5c2d5a2503bffcb",482534823.435885
"fe8bcbd17b16ad023a202843",857306493.005486
"5f5856dd16c0e5131835e650",587446052.379024
"a4b2dd2771f49951c027eef2",720104989.386087
"a949ede7227c8f8587715029",1011423544.13956
"83f402857435d4fadb27fa36",677113191.381245
"36ab522893b5f01caea4cd0d",623320237.584876
"6334eb4a37d102ee00c6e2a1",606923119.869139
"91b57e8d6c41b7afe949bcba",458081119.0224
"ebbc5fdad817b304af3585c4",509578297.12828
"95c9cee9b36fd1d68f647aa5",694699137.460671
"ea87e3259c2b0d6263d39a2f",618418456.422057
"61f634438de4a10a861f42c0",565797660.187784
"a13a3638569b89ddf1260470",572183824.412338
"3352469ca509e8ca652fad1a",546596797.294625
"893caa7433c200e0d43e9f27",660120754.17598
"767cb14f03c909c595c2a731",465680822.154882
"b2286067a73bc0049328b55b",506497444.322026
"c85d56080167254c7bc19303",594899865.54058
"5b9ef8d6defdaf13dccc5ae9",507505310.169084
"f7972b1936c6d9e95d3f632b",540490414.160694
"defd03ae7d0c0a44baf80abd",532029762.349678
"5d86a1db39e324770ae58efa",529131734.437021
"fd5ba2795eb7b5fe338d6b4e",543933562.200613
"24d6d85cd0e2dc3deb2db896",473222547.312628
"3a6262eed8967d695182e435",658796572.068905
"a30e69524af9c1bddbc5de34",483687950.479484
"1a06bfdfaa9d9ac754ad07bb",429924824.963274
"739c2b9be0941e4c126d2f3a",558799686.305201
"b41f7c1cb9cfbd188f8e0233",543368729.442507
"1d91edf33a141fa2181abc4b",614111101.621765
"6d2328def08bae481705e20c",668527130.992595
"7815163b8e4a54843d121dc1",596749337.689246
"c9f92088dbdc0d81412968dd",554632722.284617
"8e1bd01ce4b7910d42f59be4",567317159.670734
"5fd89a857727753eae6632f3",644988115.360568
"332e395d4ce62523a2e3208e",618639925.566586
"2571fe181b6ab939eac19d2d",638943858.336922
"bebcca3e75e747b5a01f5485",544604337.068064
"0842a0730545c623043b1d8e",755255796.039345
"64a9f0bf04f1c890cc6e31eb",571687413.445381
"57b7aff18c444fa3c577b079",502787845.035653
"6b23f191d2ccbebf9166926c",594591925.55185
"b80c961aeb98d24d968c71d3",575326156.133111
"723078b6cbdf02c88286c596",895792078.719153
"b3b30d8b869eaad2382c5447",726026339.862388
"3f295e6c14e23cff1468bf82",729609878.635335
"be78bb0e06d5768ac1908247",538991979.167145
"4daf52564456895ca7f4429c",544218495.362713
"82433a009defc21498037127",663819276.192422
"b53d3d578b1d7d9e00c8a00d",691365682.88282
"36fab4c38cdd91de650e6abd",880866330.060677
"bed932e11a599f7cd4bfa31a",1119904721.41266
"d8216aa4e029c0d3d646efbc",475971613.3324
"7ad046b20064565644ebfaca",482672077.147305
"2ad54bda875fcf8c6b675bf5",484380415.853037
"c740655aea4eab7066446c42",696462214.629279
"3b6c37e7e6ff1c03ee4fe995",739881837.874107
"1b5d3ddc71634099fa1f04a8",582770569.343864
"0f98c4e431100aa87e6fa6af",605734908.906357
"91a08474a18644c43224c62b",475378552.999156
"e364018f4d994cd15d4af374",635405321.907927
"7f8f506137780f4cf12e73b6",565977082.808619
"2072a783a44474cd0dd10d7d",673538112.484104
"b71905255273cbb0af1290a9",537933454.01327
"35d79b2ac92083bc439124ac",683563000.458339
"43650eb8b70dfa256ca64979",643540830.603508
"36f9a0ea831710344f468bba",471852403.709479
"9567966987eb1d3117677cc5",455237627.499012
"e5bc85e227ed7dabfccbd005",471852403.709479
"deeb837c2c6bcbd01930431d",697300156.313595
"57aa22792684debb8d4079dc",643465629.3376
"b04449c499843cf46ccb695e",705916225.652567
"0f4de499e5bd2c57fcc75013",663043855.104144
"8eae4346936f8c6c67be81ba",558565329.55185
"7b8a4d701066372dfbdffbec",600857247.214392
"a62a6094ffed3ea7a54fee73",602231469.209799
"bf0ad098fbccd3548d834ff1",630449110.599756
"0a231779f131c36d8e6910f4",524782369.129035
"51ba7338f5900d8ef12206fe",522084442.988974
"81b14dbf863114fdddb38579",625409686.721768
"5666f3c36f0ce4eab2c39299",1142982171.77528
"ee4fc6a146e888e993a4412a",619473099.33344
"100bdfc998bbde3d00548bdb",921851055.765958
"d793efed9a723e77ca8272f8",647312916.791548
"b6d3345346f43dba053ceccc",668733314.136411
"888bc3c4ceaa108e048ad28d",532837545.477552
"267e000c89d3416e551462c2",519434529.858856
"874102a58234cc7888902d42",851278355.004739
"0825f2ca4baf5b34231ecfd2",727662840.562311
"6ef9135481d8fc882a1a735f",930042666.228974
"c6d075772255b1efa52317ac",628094925.281328
"535bdffc5b79d62aa6179c48",599723027.75002
"0c3e734afaa6b7c370754082",744261766.661124
"f51658b9fea670bd943d6db7",776421834.513115
"ed75d1c40109eeb51fd636f1",757604549.17808
"9c9c2f05352c92c02d080e96",826353485.809276
"e88009be52bf5803ba3665d3",587462612.4003
"e491adef93281c097ab08dea",496169310.726038
"a0e3198470f97f6a169044b3",566138861.647008
"0449a82dd1667c8c564904f8",821906245.637501
"a0a8d63b5f43b87c0c7e1fb1",726855388.118171
"04fe204d03bd1c9876242ccd",628870761.272734
"293320b55fad21ea3f4a5899",440860721.037937
"200897b1f8bcd7c116a85306",449068690.844611
"13faa4142e9d60412abb4184",578660202.543065
"38b87cf007043b76670207d8",793667829.015662
"4be510fa977b93e34a789f26",585467254.393368
"7bb1bc81e6eb3b4390440165",658364462.340296
"74e43ea3081841278c76cda6",545724569.422194
"b27088c3ccd93e7d8d5571c2",723903347.367628
"4b45cba0d601f29c2b7db97a",625328790.043082
"5aa78a2bc8ec5e2be315fbcc",674436646.857148
"92fecc04105a999a622ba3cd",602444174.098487
"5098115b26f2473c812b70ed",776398445.882241
"71273ae563da6bbc66aa87af",533051502.898549
"6c6e7af42a6ddf62b04c35fe",515780913.75979
"484922bbe02cb218ced0e779",471507945.360957
"5885faa4aac834118c5e4351",576126421.820439
"f340405bd7f2c4bf524c50d9",613059519.168852
"7dd96ddad0fa88f5c5978e39",637046370.224366
"4317746d5b88142780e6897c",644201951.67524
"5796e37eb1a995db5cc06eea",518819055.497397
"817915cc3582112fb5541a49",493552647.467212
"ba524c4e2f13109ce814ea38",633848603.018645
"92e4dcc5911b42e7f70311d7",669782841.111712
"6bf86a580c8b510b7447071a",558544207.614302
"975482a692bb98df98b2f243",492956841.716172
"d925c1d4dcb68990c7204b33",635501850.867769
"186d4731b3af01bbe4d08b23",494893167.059881
"8b63358f3cdf8df0eb1f43e2",453929319.407925
"4502e2809bb5bd47b2781212",546588575.076133
"d03101c7f823dd7d17e49a83",656090823.588721
"4d1b0315b5aaf21bac150d96",638566077.533067
"32c7a2d032ee21f8bbc6eccf",534023601.59576
"0cf7a6d43221664a060ef681",701303934.41584
"7b346d5a5f5ec7165d1f8644",630449110.599756
"8398ba3b03595704b5897704",733530201.313477
"3f895518a7fccca44e534578",496169310.726038
"668db5244c4d5b5c76b0b395",659834892.851745
"e4aa393309860fd5e30f49d9",720378116.685467
"3e9d73530ff24d3f4a543091",380145553.761468
"bd6c24498bf413b6c5adf81a",566179616.394509
"885c77c839d705ca7d04d383",887788325.558535
"b8896656cf6f5dd7c33ae46c",647313182.451143
"6c8119e00b901efd2dd40f0b",645772107.373125
"68939c438c34e79a317a4f3b",546330141.169328
"9700892d7133ff2c0d1763e7",611601954.782104
"fca6d7455056792cd61e2ddf",566656468.311746
"2b9681901b216f2174af0089",940393191.291879
"3e7217f628a1d0fc9bc47071",753466760.482186
"ce21f368495d385fbd98de73",640744909.727887
"e38259adbfd953bf085a69b6",778359439.562369
"79f1a5bc0be914956d632658",592777158.559567
"163bec92a997aa8263f5a909",547012722.521211
"9ce3000cd80aeec2c5188e8e",446673136.349159
"6a6178c4cae2e92a08b0dd0d",587462612.4003
"d52cd6eee468311666218625",653192368.463392
"8eccd2a6352c33d8c7abcea7",508373732.741837
"53d3e32b1dc782308e352a33",593178498.524209
"be26f0523e5cb13846539384",723798882.714815
"0aa1332c56bf357f492da2c0",459793347.879338
"6cc06c89c226a062fc46795a",511291913.777699
"682b38de3539b2a584446922",495908899.054439
"fd4ce3ddaf79d1b97043ce0b",720378116.685467
"97aacb0847561f45a5540f21",751099042.790217
"a6dac56445613d70e49647e5",626521080.083138
"8b1acd29eb268fd684036180",667477678.432798
"10afe23f1f58f96422c97934",579024950.887065
"abfda926d174a8da1d946e27",553846416.970491
"fc9fb2f209a4b5e66f89712b",751099042.790217
"79733fdf8881b0d25412abcd",497295137.7819
"130a119701171ed3c439c527",597879059.858248
"849c918d78991c57f32f2031",560776870.807021
"036fc9e01b2b1e3ef4574372",393307485.544377
"de926223fe4296d96466c685",714156163.242747
"340ae520163a220061bd7f28",497545411.618899
"1900e7808046a5fe89d8e440",641141233.340396
"fba35c04cfb7b6db50cbb57b",625865397.156575
"542db19bc6b9a1366715dd7e",674964482.661825
"a117f625c794b7d52ec67cd4",626804369.209801
"4c59acda820b7b75823fa277",643322797.163187
"4a016eba4744dd01954f137f",508097661.19974
"0d995f0ad226dd21bc96ff6b",732245961.608175
"3d44c742b1aa4c022a968ea2",556440382.071935
"61fe9ea90c8a777971db8384",812194884.458136
"4a611bd82c9216a3771ca7b6",505054953.996658
"9a7f24ba55c92696d377bcb8",596787983.623932
"32366fe92222b329e3d03b29",813959125.422818
"53a447ad5e011909080c0ecb",720378116.685467
"b96c9e2591a4cdf9c4e0c09d",765293596.18186
"fb338e93dda9159476b8382c",522559904.973659
"72536bfda19f78d370d95f26",625325888.509351
"50cb0ad562ab5ef4e06f84ed",561197642.954107
"c1b386f478152f9be1f546ea",626629223.265939
"2e52008bd11000eb776bd80a",902912607.731511
"56b78bb57b2d1f064c47891f",606799181.752653
"ef64a8989a6444cc529dd1cb",677001510.507618
"28c0649dd8b294574a876e95",625824390.67995
"a640228932682c0c04538ac3",799840657.530204
"b19efe9cbc26d61daff5ae90",655621653.096168
"5e6b2661bb7ba0ce4776d483",446046609.729211
"98aee6a36f208227a992f9b6",919855127.857088
"19993833220392781bc15279",1011279327.29313
"f0efda3f7fb18af1b44d6aa5",734102480.682169
"b8ea07763f2e1a3d635eb23c",503553765.471917
"f22ae3d17c92427f5227cbf7",452054181.061832
"8c44d216517f5c59e2611aac",458611763.177217
"b85fa4bc59149a7a25447537",441820947.391906
"44f8d5ab70828e06198579f3",692194803.591742
"1f674965c913f9fe282d07cd",551263264.472666
"0952c73b02dd5432aebdf2c1",687090814.973929
"104cd052884247b14d697673",728558569.790728
"8bf61f106e60d6be03799de7",617858158.412835
"c13e387f56342f88c993f0a2",815981131.354627
"98799228c26c9e4899bed65e",1135235959.45826
"8997555e7bea06f7b90ce821",689178476.434273
"07f24808e42c9e11a7c20232",589359162.167604
"c578eb2dffe903475aecbffa",556587384.028938
"7dd9760286606c45e6a15926",689587666.878418
"e3295e732bcf306a2d338387",551275206.963613
"a7ff59863f8719590146e71c",609746501.990641
"807687fdb46614d9aa139b20",602031515.636339
"aa25d9f8737f142b8cfa970b",716233144.983242
"44cdcca08e1e66a1496fac6a",629152211.216492
"d75b7730e8c291ed41d7caf1",573878079.828302
"6d1534800bf0ce97197efb6f",559216917.866172
"0356797c1683d002bcd94899",593575697.159091
"558cb38bcb8de04588bdfa30",550859730.858594
"cf1ba56710023ede80a8381e",767362646.733176
"b96b8e1d636f0c10c63e5c6e",667380495.667377
"dd5b4eb5d20b8b9c813ba52b",579425807.190508
"46941e09b153ec19f86c0c2a",628070825.397728
"90961073d9887bc1023315a0",523609077.296642
"a1421c30fb33a249bcd54394",473221176.378152
"2f3281ef06475d2114fbf9a7",642753200.860969
"487ede1f7f155194b69c531a",484164672.590246
"04308f869d7c992ed3ea646a",509690611.024193
"aa4c66791884ea2a8357924a",496169310.726038
"bcdea05b890394a10d24601c",456907851.31952
"1e18024ab7d931bc7ab5873f",670551954.478681
"72dec1e6e65f6117e10a2473",665408462.244298
"4066da904062a0041a809b02",798454680.777437
"b7570bfc5ddc7caaf610908d",778034153.383094
"f6c6eb3fac9658c4951c4222",778034153.383094
"991a94dd1e99de493672da14",778034153.383094
"798d87a368f073efafead25b",778034153.383094
"7b5582907bf47bb9e873a513",683976229.561367
"ee667413d1cc49427ad448f9",629278447.795643
"9e9e3655ffa5921889cd8ae1",721271386.405566
"86f15ce6ea8e97837e6b9383",599852503.805169
"7002d00c9acf8b8a4a5865b6",675132951.245805
"3e85deb0237521f1a7a8fa84",708098031.975514
"9a2051367d6dcbd90a4d60e0",1142798121.04069
"1c51566c7dedd4a46503131d",951696469.848748
"62259b400be228a30a655a59",852408009.103346
"e5092b4a94f1c231a0c47680",486552975.509067
"04a071d777e60627223e28d4",482839978.918391
"30ab0bbf876dfa515b266c9f",574253323.032739
"6aaefcb58913bb3f49954b2d",511420804.575329
"a8549fa4bb56a2bcc0e15b11",472243112.885306
"34291b30d129222905ffdaba",505936759.756297
"52b3823c59546a6ff3de4d09",433481891.915102
"a13ff325f90eb49363f59052",741124471.029977
"ad2081cd75928b8f5e506944",1180425849.3452
"1508ebe40f90f90a68f6dd69",715496738.758013
"dc20d46be2470d85ad9e7e45",474877043.800435
"a8870552db951bc4e76e7f9a",596991809.341662
"cc48e66185c23195cf958612",729639872.802309
"275360e29bf3309e09ec41d9",508253963.387674
"33e22ea4154e8f71062dba8b",524750067.616142
"5b5db88fa09ecd8f4b9cef6a",511305065.964113
"c41dfc0b917edb6e6ef7b1c8",580401734.45461
"dd6d47e2626e2bf24f842f21",1142982171.77528
"a91fd5b9b1a791a6af59b70d",677456624.686284
"094da6ca19427f1a943105f6",968893352.950232
"b4245f075bc41aa29b55d324",669550422.698264
"bb70d80b0c6ad3022160c8af",458017013.162285
"ac85c8f7605ceff58dcb55cb",535409570.836294
"81547b223494084af3e15bf3",547520762.435813
"3923f0e655615aa6b52721b8",717926192.518361
"0f1c472b94feffc41f1caa44",536570566.687418
"d70b133f81d6f1c9d93e2ed5",508387946.774732
"865459f5342a0102d255fa07",492376109.602345
"543edc342ad39b149501aaeb",540297089.599033
"89e1d01cb5bfdf567faca443",636781907.664963
"2c85b19f02bb3768c10d14fc",596028990.499197
"c17a3139c360750a6de5950a",544048041.49723
"dbb4260c89524c78de7433be",805407119.324968
"b3413352f0280412f53562e0",560847555.850905
"a4dec2ce375ab5e4bffa5966",574402636.826437
"546d570784c7ab8746bba80e",732245961.608175
"bf43226ba66a3e2033d32fe0",553799627.126137
"4672d1c9c3b04fcc87a0ae9b",665754869.234165
"40eefaf8c26b8b4736308bf7",681625096.735314
"07a6da2c9c4833ee4cbe8625",635208855.571396
"3c0b438c7a4fcbfaff9f678e",661036652.962244
"c37b357d57918c3a651a5760",672105719.377659
"b65c0544e9deed76615a3138",590890648.882162
"21b4c1ad11bb1feac4d02308",601497392.306238
"b972611aaf1b68340de16545",635054757.027495
"93ba409ab36d3e10eaae18c1",725923306.859256
"5717732a654405ba208c0f5f",852740762.951193
"aebb556fa6c9275a9b5c543c",973690825.863553
"fc72e535900c592d6053b806",626869826.582906
"4993d1487d78cd9ae2c23619",757968906.769389
"59b9a5730cc8a41bb7a1d16a",757471375.79956
"971c610e55f133a1d1e6c2b2",911930070.689423
"0f9867abe3ea0b9c5363982c",1010574355.32401
"ae26e4726c16cb2f6a6d3f2e",672336273.053759
"b07cd6c30350efc5de211a8e",1613661816.54862
"5a2624a08494481388f6daff",637949926.600941
