property_id,Pred_arb7
66a45b0aaf5f696d35f5cebb,657033376.8690265
0152ffa8757aaaf417e9f997,877343530.3541814
fd0f6c0b5234ec1f6c7d1fd8,672783201.1737589
9df90c0644948ea5539939eb,487942953.1411765
a1320186028a726935bc1cc5,633033420.8544222
326a82671272d893ce699476,510877324.33272177
85956152686438c48c52e018,696402539.410294
6123a0dd128e45216f832e3d,645314091.0745738
66bc6e56bcac9bfc4a7341d8,730503919.8434757
7dabee85f750266dce02399e,597416615.2288196
5d86b884df3627d93f206952,657379175.7118219
e7439820086f8d1cb13d7c9b,649069454.5623353
b13fce1462ed87e57ddec917,604663277.3640045
d1526bc5e5446680841a9cd7,528474223.6008666
a96cb9d988f5dc99bf5df4ea,528474223.6008666
760125efabf13246774a9f16,566580210.2360512
2e797c8302fb7ada13ef2d4c,771870492.5677595
3882da646752a82db088c614,510369114.89175284
8b716c3dca89b7caa7db1aad,546618444.6807638
5e931fda1e62fe41ff0f2ba2,549350486.695415
170a69c11cf4f855ed015bed,835438159.1184946
939ce1536f15c0e6bf203dd4,574697079.184154
d9028df78f9b14a720dbaa8c,574697079.184154
550157aa4dae5fafc5d795b4,576052376.2126322
c26990b034ee83450a4517b1,608035551.9608953
22a43024821ad081e654c5be,741556879.6130782
55e307c88e2a943acd64a9a5,666507788.5613478
5102f4786cc032e24781c7ab,541261345.0271275
f53efb47de2bca5912ad7517,777456954.4522728
a40861d6573e4539ee3c23e5,753110133.5574126
6251cda3676ecbdb6555c526,583282373.7743403
58f02c785ee9a506e899b967,646238601.1336632
68cda50b602acb4efeb275a7,689024147.9566969
f5b9cbae30356fb3a1d005c6,704125572.3328336
c57e1c323ddeaa7475e5189e,749881696.7630044
84856812b63dfd9630fa49e7,827004224.5790808
40a53a3f3d49f7905966295f,530496489.3333952
63613a9290bcd9e1bcf2786c,941310742.5446026
a541b35c62878dc2c425235d,657379175.7118219
2112e589911b979db6e05a6c,658986008.5654892
55ae7bc854658aa5fa49d368,697485211.434649
bb2dedf6198be0f3ce2c4ffb,549350486.695415
d353be29e7ed2c35b920f7c3,772189852.3390121
3dbb09358256bae5199e1318,572387720.7964909
b288c52e4d0fab9f579122a0,902004730.1713941
0bc16b384acd3f8263e386de,551887998.3082949
0fa87864632b7bbbd161f879,657033376.8690265
7bd9cefba3f5dab498ef926c,1014786605.6649362
fe4a6d7d7ed28b85c5816fa2,813157064.9348732
7ba618fdb1fe8694eaecb64f,549350486.695415
c33613eff66948d1bb8ea3bc,902004730.1713941
a642351076b7706a733dc52f,695522551.7453024
9f27627b9e439fce085cb01c,546618444.6807638
a4a4a57cf20ad739291aafcb,478618369.63448364
7e3937cfe43dc906983fd321,571238317.3703734
e82508e88e3f62fc8e67dc16,640202298.352957
adeadac88e573824f08efa21,567987748.2481786
940dd8311f2b49d4ec212fde,579181561.3088801
c0706c78d5d98202dc24e46b,524934496.67919254
caec584b5b6998684bbc6a70,535226329.49490595
55d4b530b881abfce2d03e56,750201058.1167328
405bc08707001684d19f6edd,550911401.2348372
5e9e9339fe1c3a06470cf7c6,542724224.2291845
c49644baf8dc51d3f76d7e7c,789104284.8541626
2fa288389b3031d595973793,624567040.1817613
404364fe956884368e2f8300,872159496.4210453
767ae7de1818d645a33749e2,770626613.7467545
5644b84ee2edcf7267b2189c,509729506.3762462
c80f897787541816ad63bc17,758154719.0529325
35b03ab66c19ba2049ddb9a4,519871721.40309507
34926bd7f9880e277e75a447,625512650.1890477
ecaa5e38ff6cddc14942eb7a,928859411.7885263
d2eeec3fb1ee4d686758534e,541503095.0217559
bd6b68abb113370c35786557,642157564.4739741
be8fbefb8e06fe169237d4bd,492307776.5803413
dda7a886135a1fd8106d04b8,741556879.6130782
cd17bb739ac79f80d6f651a8,863122548.6030701
31a73382ae20331521bf2e6f,550911401.2348372
9a51784f33b0cdfce8312163,478653775.47837037
8ae869c5033c248f881ac313,563193034.7207878
49a0715897795017ee0de843,481025670.6303322
e570a5157e02d440a78ca008,511247496.1896894
4570a3ca0571c70657b4a1c6,498379317.10419637
de32ca7785b71dbcc76a50a1,535786275.9790393
b9809baae395914981a9296f,499672706.03791183
fa56058283c975be76d7c990,542027349.2730147
7b32938ebf0b1b167a3d2d20,505919615.2029753
47e6a61fd652a3dd37556ddf,577666279.6944008
6a42271a0b03bf9a856d1acf,537157658.2235055
558d9e4b57fbe6c7e0a09a95,841799198.7148644
91a73bedc30e0c2acd95d6eb,556474461.3510023
f8189811dc639d760937df95,662318437.927059
784822ba0060eac9358cce22,526962448.37479573
13c51ea93d19df6c273a1502,523221559.92274725
176e00102fb65cba56279287,538803986.4274248
52e5904902e4d75ad87afde7,536400456.3410222
728ce22c8db9bd0abe3f20a8,525813740.2638204
e8bf121ec117e383c843bc51,1014786605.6649362
0587e7e1f03af8ea6c46290e,543681363.0478057
d994f3919c3c8fe0ebd538ad,701841957.1810412
9d9564415e52518c2817f66f,531604982.5892959
9362189c5d784741c9b0f8e7,695522551.7453024
b81801f02a73feb1db7f5e83,670816242.9198464
7ff8b0b5ab4fd12f3be399ce,902004730.1713941
d5c8073e3ceefbfbb547eee3,551887998.3082949
e2dcb036931bf4b2aa030036,579770464.6334165
7f2e9d302a6ed1770db9f7cf,550911401.2348372
e9b054016b281140d2566d88,813715732.999045
764f506bb2aa1ac4de918a71,624799629.6746795
9fcdcb2be94744d00e734a3a,767051530.7212251
b8d06f4ce0d6e71ba0fddc26,652172391.4458524
f0ebddf2bd5aac661e4945ce,566733034.4497029
9c20784acde0823e9479be2f,821482194.0406725
b1ecdceb6ac00b6b047c241b,745034209.2589068
fd19e1b2e61f5efde879f6dd,551887998.3082949
7b81996f3abd287b50adf8da,527212906.00981504
de6010c57fe78d975be38c2b,670935364.2202228
9a76cc7c650230c670e703e7,493468976.29871714
9b0833992397c6e50b54715f,652442202.6174026
6f192e6a537c1509521e1e8a,641351114.4537306
d1668e2d35a939ed126a3f8e,777456954.4522728
a17807447696896bb61ef8ab,715687431.1766714
6689af92cae5d7c9c3e2f215,616139008.7828741
ec03a01c961659f2cfd9c973,510177527.75864065
6a112af84d5a81f3d16dfc32,580551690.8350215
196ac46f656726bcb8087ba9,595084120.7272925
fda25a0b6b9f62f92e3ea6b8,492496914.89505243
dcafab7adc7b763bb934496b,542577458.1597791
a6a07d35b3834bc6f81beb6d,586996842.0626979
10ce9c7a0a58aad19778e5f2,580551690.8350215
50cb49d65d04a5d166f96e3c,566563523.0881661
06c1673c4a7444e7aa80abb7,650858784.2059369
53881f29c7a6bef0ab537466,546734916.0206205
2b028932adc74c961170a4ce,495525599.8947124
f3a1bbe01d265470a2d7332a,570045117.017498
b42d5b5b38686929eadd56d9,539141951.1811856
bafc63f23f097c24d36c76fd,491268907.1510871
f164514211012e3a1686b148,536573420.87070215
82b90288bffe8c1c0b5a1259,496693261.6844984
2fe64bad1bc8a43fedfe0700,553136652.5329764
da5b958667b31f4f9a1d84a9,553288981.4717647
b3bc9a04a3ebc1b911326735,681863326.3450195
9ff3acb07666d53f00d1f1db,492756031.6547478
13a44ce5066ce00846b59ae3,674439676.2265118
bb45c98dbab56e5abe20ac0d,719335195.2444267
f88bade1cb7ee0fa643f31ad,498208774.23635453
e9ab6916a79b4d5182d33bf5,633560406.0403708
144162ecfcba71bf09048dae,497541042.3563826
19466034c2ce19c24a179fe6,506746373.6590569
3787f6da3e961c0e10d30e6d,493362118.28629714
908330b0d2651093c0bb6719,622020777.1124558
66b7baef9c6c3c7ad24636e1,559835837.9676684
69cb0f3d422c2c78373c2e0c,569258042.5230688
1e866483995b30ec7f79d9e8,592785620.0563519
866f2a55f42cf30c4105631b,592785620.0563519
fede7e1a7a6f23338af6f40e,494237921.10004437
7447156f2967391975d335f0,506746373.6590569
08451af5a81fd6a63c4012cd,510453964.4124524
f63608198bfcc858abe1ab0a,673446378.0432161
e9a0dff7ae48bd3fa2ecfcfc,555490980.0183938
cc97f62e2fb9d3e31ef1c00f,533533289.8204277
ed40f198ace8a4405cce7a1a,817073624.6739697
bf17b59bf2ac2d06894bd786,602845885.3098731
7f9bdd2157f6c3d488c77ddf,802254494.7812785
9350225547486ad75c0b5ab3,540047798.7994155
d1166776fca47427c77fa8e1,610262341.2615623
f719b387fac4f688b57dc646,820559792.8594979
6ce8991a39ec7b9883f85000,771730384.1729777
353743db4334fee80ac08d0b,664443333.8751316
372a3934e8179422b5cf5729,774965731.2263331
81516aa72c98ded9223db098,551439904.1211529
9e80db4c35139bbb18775644,590952086.5183091
12ed2c22a923c840ef616a3c,689811574.6324756
7bc57b136bcec053cbd073f3,611524352.8913652
331c515e7f0dbb4460810999,542768240.9753741
cb778195c5d61a7c4185424c,706710282.207931
9297c340db8a74e10dbba148,550911401.2348372
bda914dbacd42b2b7c6c5179,662797053.9558966
060451a9e3e0416ff41d253d,577666279.6944008
43059ceabe98412315566838,900734148.4555665
788c49c17df556bce0abf6ce,565313715.8489887
8ec8cac469f2448654312aaf,803702336.7018794
60b5b0aa0c1319557cd0cc85,678924640.1126521
72a66bc6d15390eb05a5c688,838531594.041803
013e2a07f94a99323b64d370,645314091.0745738
4a5405b1e181f5b10fec35a6,509729506.3762462
aff22625564f00844ea2610b,543681363.0478057
b40addfc0da42b0e530503f0,535226329.49490595
1376106ebc19c929df27bb62,758154719.0529325
f591597c9a1ddd9852eb3cfd,645314091.0745738
d56159653f5d2abc5ed5acd7,508140446.89117295
45550aa81c0151f1fd9fd8fe,613186151.2925806
735deef3382aa15930482f3e,574642926.2936463
0dd49fa8bb7be52b851c6dc9,589687047.4922547
7d3220a91e78f8bc2924d1cd,640435624.6235806
d3054072b2175deec2c1f8dc,394430431.605386
b7574b06d593fca4eac59815,394062019.22321004
79e822115c5c1a4531366001,493418103.44197154
d3ed5316a463d38c1bd321d0,605963469.880195
2f1880c9b8f7ac2715e1236d,589718122.3395811
dcca1c7f109175760ff531c6,565546278.6874869
dfc4f3facf91bbd93ee0fa4d,398174354.4472424
30e134a6cbe61d7954d0f56b,397877718.9655797
385fee7bd9ad7722d45dd034,428876100.308886
87199c236bf22903d1aafdd0,439072103.92255867
19e19ad0cd6b5e84d8aa970e,422756842.1989619
907f968e78d748fde69dd44f,602648714.7078028
be094e5db0f784e3aa013aae,495265949.3072198
7ab96f83915bc84f8c03c1bd,404508139.04051965
07f4aa9b9ff5b0b05d31e6c0,656492563.3129387
e9be8cd37abed8ab510ba1f5,718342225.3928028
5f6ad58df27b562db077b5ce,601847761.9717829
ee96d947484aaace40f9b77f,619463092.0759804
22d6cb11333f2839b8112b89,818417214.3564105
288c09c33907dadbae495c11,826048678.309832
f71d2bca0c5fe2720a1544c4,470048446.760363
451744cf3ce55a98db8a3562,454556975.09612304
fba9ae05a6a8a9e0c6268a9f,476369993.7883934
1338e58f7dcebf5a1ea59388,416181731.31654197
a817e8da0ada143ac87277ee,466357835.4969599
46d8bb3e9a0ca584d3c7a317,489480929.41169125
b2506aa9463aebf01e1e00ca,406345054.38777363
7ec025b9b6e6f33bf65af41b,378786913.0315175
2ff531e27672ecd2362eed55,445066020.64140105
9b3cf0d1b91b9c6a2a887647,570196674.6630958
7db5291ce4602d9b2b266872,502658943.878653
65d5918e826c33bb950fc008,548878288.8745302
395c34e4b8f52cbdb0522459,592398673.6346451
855f4b67d2bd6d18fd03d8e7,543620972.3774496
9ff06409b37e5b5dece4604a,539868700.3534336
0508cd7bd2c77ebb6fea1e56,560295570.5888445
b45fff2e718e54772d46a3fd,570631129.6142646
cf4d2297b73dbc357d21e31b,552197169.4965668
0ada7044c5b29925abc90879,583126812.6851273
6305f02255274ab5fb6bd39c,608685187.2879602
d9a94194ae1350512beff3e6,587690004.9167031
e3896296cb80d50d9ad3f903,611753596.761901
6514f355887c64136edb5595,738055775.4994541
f03400cc18e12903b3ffbe5a,638045819.1776313
4e134600155a64783b3f8c3e,509270747.7075296
d63ebc63c82fbf66d8b6ffd3,659026349.1171037
1bd64811bd59706844230198,669234705.4341583
a83921284639eedd4a511cb6,659124870.0331012
a2f3f7a1cd573e2a33f52e2d,630046754.3056365
47344a66471fa51f61c64652,657466316.4183048
78fd849c9429091347d7e5c9,631517565.6544363
c3daf2abea55af99c9579319,643204633.0856769
52864916eb1984abca41ec66,781586922.4528499
c62494a9d7aede44f2f84023,753291347.3905047
a2b576643f7a032371587e5e,715080860.2014052
e53bc68f0e97ccead24f3e56,434714729.16768426
fd82c710aad91bc90af490fe,497673650.2874131
d436abc2ee37ba3dd561e940,498464074.0829352
216a598114a403676011cb51,553296189.021213
ea230d5eccd2b687888173bb,571486995.0438954
18bd0dd7580f2a7cb19a90b9,452330501.8401655
b143c8ca6d334f6a73c3f2a0,466042938.08010304
ab388cb4fa511968783bafee,404508139.04051965
6a4f08cd04d558a56af732d9,570370462.2975035
7216c895aa047c4f405c4941,525541945.4571679
a493488dcd906dc74cf8a604,499901570.9394266
7844b0b2bc65dced90a355c6,540406437.1106502
c1976383069b6b82ab29d092,502086792.4405067
e5cfd99e2308b7b73581dbdc,449749028.3105749
c18c2ea88f4ac53970b53d2c,497489527.32962817
842c9f0e4edf1e5a672ce15e,473176267.6018188
7dd1e46dcbddc6bf5ef694de,467024769.23297894
6cc4f32b39180bd1ec7e117b,622377262.7174635
b3402a9173d289d6db78e09d,718342225.3928028
a446507813234e358db8b573,487213372.47373694
c8ef57ddfb35061d1876f94e,679089851.6556201
360be0df2c003005e3db080e,763260909.6503327
9ab245a4c91877cb7a8661ce,720416718.8626043
a57a34c7486e7a40e8deb316,621727255.8936746
ceba7d0f56f6cb03538962fb,626421237.7123504
d5475993f9db58c3e4baf7a3,689578804.9976848
d37a1dda09e30da13ff5bfc3,629925195.8406677
68a8b8d077a8232723bf37e9,601847761.9717829
e1eea7716ca6490b7640717a,640746730.0108234
4ae6d75b10848d259ecba576,614986355.2818264
17afbce5c0b56732abbea936,648033048.4137542
84a2673eccd3cf3bd7fd3eb0,781586922.4528499
f2f4e6cbafe527b155707f01,818417214.3564105
de2e3a592cda5b76c9573c5c,730987779.3850563
fac651cf404a58f24dc7d286,847266786.4642482
e6f312a0877af26b69855a3d,736408637.0565993
333a643c623a9bc75f3a40f2,973553322.9986845
64593641e470908ef23b46cb,761758237.1707768
ce9f2f0071be658ae75ca6f9,715080860.2014052
9ab385e399a4673732b6a799,616220438.6479169
3429c774b736cefc051e2c55,583854957.3744953
a51ad0372758b2bbfe73f8fd,552966531.9969313
ca2f81b8fb6fda20aefb0ccb,556236989.6187236
3c1b1f86087f9b99380e387c,484135723.79672396
b0cad5d612954b8cab18101c,698606034.2877921
7eb991f4c69215377e4dac8f,690320653.4876909
0d130b8bea4321300396fa34,929778336.4190295
8dfa059401e1dca80ae65ae1,632473388.0477527
3e3f264cd0ac7a65ed2349a2,621727255.8936746
112dce80bf512f3f24391d23,497489527.32962817
ff25ded6333278149f8fb68f,629878112.913605
d555b82c192794e87e9d536f,532701072.45842874
a787382d96ef9fce8f27bc70,730641499.3832062
8c3aa295f7bcfd9a43eb2037,732260372.2534598
13ac95652fb3cf6c43dafc66,483587326.7880813
42fc6a80b882c32f6264ac10,510380122.79336005
1e9c53e09220d689a0210ab9,359643959.65725845
3348706086aa3db5c92259c3,459526573.2778597
66d402a9b7d05f29282ddb00,446280086.9494905
cf88be51d6f31c10e5868ff7,441298805.8991444
30b3f38716be209a894b0942,384758755.4790309
0a5908a92d0ba3e36f54b1f3,508220250.3103474
dd206b6ea2d7f6555109ea39,545899235.8001444
c641febd8bc2ece3e4d2d8b6,518238705.73747534
c11fdc02a288af0572a2bca1,669137014.6963786
35dc60a65969b264ab283d6d,570721915.4045174
d9cb0f637cd4feaaaf8a21c0,760298044.565634
7e8dfae9a5f1faf8afa706f7,466717462.75313526
a280fe7610c254b935c9dcfc,430270493.20226455
85524880fdc4e4daf90e96fd,500892904.25854486
f361109d06f6609c16724b39,548878288.8745302
3f6b2f0c0876c21755369cb6,608685187.2879602
de26819064a290ce78d8fcc1,558793206.1509366
91be1260a84ab7fa3521c495,666565273.5306535
18c8dc4549d38c918af2972e,700264377.0952343
782b0fb8641849c2c34291e6,548478784.3528776
54933f8b33a4fd6f031ed5be,630627346.2900676
953176c9a901b4f61c030432,641087504.5682375
357e2add3d68167a4f3ce15e,637536263.4978361
90332d50e91925eb9b614bef,581011269.1253483
11723d1d472bf1a3fdd8b72c,785654321.0052333
01f8b6799e2910f7769db175,724905487.1229492
a0d5001f7dd42d7f0c91d2a9,491954615.2759032
d4439c35bcb88e1490916c67,585953235.3246984
4a73dad0ff8a5262e8b07c4b,714666245.054831
3dd8085a65f24b497ea59557,800791830.3024482
39ef085809bc80e32e7b6af6,776721263.274573
b98ee16e8fd7d1c75a9da13c,804753243.3136209
16deb26bf740fa61e258f545,706643264.9965999
732a3bd457d7798e1fd892f6,610010464.0085512
1376058cb128a1c7729cd2e9,553113128.354796
cac7e7c3e13af91bdc7107e8,738823442.5491455
9f3dfa6e1422f6aeac527c61,552661834.4166918
4dd3d1288ccb66ee4fb9c097,783999677.6511958
15fb97d6a43731d61e95d004,635381760.0399117
dac29573163315edf99e0e7a,568413330.903372
b93f2864087d41c3c92d43c3,676805705.4612488
cd4656aed92f5c0a0b6b7c0c,676805705.4612488
556210496090b42ac10cf1b8,715080860.2014052
762979729fb21e56a32ed14e,715080860.2014052
ea935b76abe664d5e2c4736f,548878288.8745302
40e9ef1e7c6749b7a8d04ea9,563584805.7052951
058265732a484ac8d5497f5c,553637517.0784359
6f52ea8340cdd283f9a79720,601594091.0660708
cafe7c1ee67458e05c84d5fb,608685187.2879602
3f45ed2f08a2b03b738fbb5e,555013462.3963194
f203b18854b75c4564d7a17d,642126109.7578859
d5333f639d11bc3ab073ed72,502164128.9255957
c14f644116669a160446a945,476909655.8839216
de585856ff546e00a5a4672e,475869583.3163465
7a80663cae7c191b5d025fa0,576699056.4362844
71f80198e68fbba902650b1a,509930968.7528481
f3523e0626df8cea803ead0f,446957466.42855465
619abd5f978b1573761be86d,592077632.1866233
17a2323b855e93533a9f09f2,594361766.4450649
38e8630f2c05ea38e2257c21,610120671.1491225
1e3798d739f85ee0e5a314ca,473982426.14377815
46d0544f411bbfb6b452858c,592482195.9484953
605e7a71eecb13b23ffca0c1,520669095.7608274
7515b37b7ae7c62f3dafbe7d,598172102.0022742
28be121ada9c9303be802474,603207536.7537924
331d54f8a1bd3dabce73d6d9,596690312.0399137
22d167639ccaace593dffa31,551699118.452072
36cd68fc3ffab79fcaa340ab,544571941.6023419
64eea2e9a13a8edfe8ac7027,560280894.3129805
97fe6eeed892111bfa20255b,522418626.3965187
b54e6757829ac95e2076d954,582079499.4403538
dd59b8122458557041903207,578759409.2442448
b35c58fc1c05a77433025318,568349866.5948764
c41964afa164d8b75f8dbe92,549171850.7063577
96b3ea80cce599b68f96f86e,504230249.8191345
a4bc87ad4f1ad97c0a63d843,591729423.0016822
16e62269e6aa2ea052d05f71,579508765.5246025
518b37b51f824fa0fb5075d3,487071141.2142622
e083d83369cbc93fb94842a1,555584548.2576213
57deff02895d5286eda10d89,549099019.7990148
7ed35835fbe694bc237abe38,540839264.0850922
b48efa9ddf36e85164354f26,554855741.4514558
5910c9b29a1025bada93a5e1,596196061.8189709
10a650e8cb5425c97f08f68a,585231791.6565697
9e0feca2ec3043ae6f840631,573613166.5713906
35ce37bbecac6b164fa21e6c,583849623.2221704
c4955010d066e013812a85ea,584282957.9209433
d5a83c31bec18d1c3eb9af7d,573783214.0536451
70217bd08583854329722821,485994769.3029395
28e748e7aa0a447731e06706,553454837.8189409
27929c0a3e0fd2d6d2969e03,553358963.1680267
5c5ea0d8bae75e0a5c88414f,504565872.15814996
2233f50cf7b04791cf1ddeaa,569704253.4930369
bf430621f17dcaf17fb91ac7,535712610.78227943
d8dc9de06461e0220bc55906,498296178.9965103
d988975f8c4e6ee8fd8dc1e1,622378850.4428027
bab884e0f99df269805e83a4,589387244.7257308
b6f195d44ddbe10b78b97191,510186675.6739098
2ab0eeac4a228d5769fb4365,485100720.1722313
347a4deda03bfdde6d1c163d,569849064.2018497
17230f18b30b94606fea047d,420530141.57760084
eab4ae491bbbe7b8ab107229,497458544.13311535
07c753474a847bf2bccd55b7,594414690.0635285
b7ce05400f0261743073e072,593059733.9519569
4a33d213841d2af537aa967a,617781716.5007478
04eb0b590ce7483c615b043b,561285845.7276709
a01a51af09a3dc387a18b58c,518160235.39087725
270b930a9e22d5016ffa4019,916239748.2687492
5ed1320fe84a518e267ff537,746907776.6354327
f04b574dc221473cfd616e22,521362489.5551039
6f7e390aa6135019dc5a828f,595177517.7591119
776d4a19fb3852fe6dcd3ddb,551006683.9200422
b7f164b79658952248866c34,577605314.6575285
aafeff5826516e363471e439,448938308.9758424
eba6a2b80a17a846ae560ece,395336437.0117291
90e62f8656ae504bf6175e0d,514977409.2591847
dc4331d09a1e36baaa6bde53,603026374.8091327
372d67ccb9d251e290891f0a,398681978.1988899
a7801c67a0ddd71c50ba38d3,404508139.04051965
e4d6b81f169cab8ea0244d75,532765054.59972423
cd5c6655243a4be0912bc92a,621727255.8936746
f7a7281a19733251134364fc,830405821.2986374
a716ec25a219961fbe90f367,818417214.3564105
8bd45966c16d4eafb49ee2a2,726182835.268196
baabbdaa5e8f69fc90d303c1,825519537.0514812
8bed46960db1b2a7954ffbcb,749465260.6887925
dbc123f9502159d660f375ca,890205050.9477985
a4683facc81ccda10e9ae388,715080860.2014052
3a576586fa1aac85c2ffb75b,826048678.309832
b1fb98d0ba25b21c6647d423,825519537.0514812
97fa4be3ed93c37c048f507c,520808963.1756932
cf184cc576effe39c0f857b8,559993999.9424505
784f67fcb2d009d352740ed1,546871300.4820516
f4d6ce332121f814aa663fca,548018926.4839708
c87ae84ef029febca1e633e8,563499666.433667
e876c6fd9c161861fb92ad5a,623459190.6327962
234c94e9a248ae57bb5a0771,471614511.349399
a49c2976ca4f24f3a6b622e3,486489087.26162153
ffc171cf73514bed077339a6,423454182.74340963
fba83f5feea2522888377066,379852150.78128535
1a593800d5785ecc36c25ead,650225629.5617976
ab157c9601861dc387a91b82,650277622.3183624
f87f8003f15b0fbc12609514,530185224.84159434
f44d035ea2b15b2c69d4da50,811491542.1675798
fc815b59cce7934f816f0502,628003525.7053767
32915b77ca68000ba9eed6d8,501564645.7200634
cb083fa7ff634f424a351840,545252373.3436588
4f3c7b9bc78f882f858b3d3a,407529703.17766005
53d33316e237830ad463a26b,553099801.8168995
f5d852e25d51377686c43bc8,480427037.94261307
64731b6eaf4fd2bb6c155013,615750173.1896738
dad7e45e4706ab2564ef9cf1,410199390.7495568
255914e9b13ad94efa6ed365,610437800.3818113
5a8950a64b4aea4ac13dad45,736735182.7440668
70f51b4abf26651111305b1b,747150371.4776509
8919ca18fff7571002e440ec,784907933.9120013
f776a4e0c8c82b3d29756b34,715080860.2014052
7ea4af39a7e577ffbd600f0d,633426517.3261803
45fc0d46c7a4df7ff6976fce,782977603.481827
7cdcecc706fc7c79cce45b20,611787524.4753704
3503f56e09e639be4762ff2d,657169514.3245816
f70ac0d227db6f5333aa821e,636241839.1182743
20db610da64f80afc1621b12,397432212.33216804
c80ef212c870e2f20ed2234a,629203037.9933777
7dc68d5cac1b7fcdab35586e,546148556.8126837
a478fb93a131fee4119bb9f9,756982153.0421162
7749b2b534213ec7b536372b,752266799.3677987
1a7e331d9ff88ae5efafa8ea,539775561.7646319
a57350d4c79a415137281cb7,373424733.7571334
f3a6132006d54d0e22a17e84,599412344.5747226
14caab87a129f51b2b70508e,642600037.6890391
ba2423d79744d763aa3744f8,661628921.0121442
1caac10c1121a795a172889b,786609257.156744
40768729f2697b87ed6519d1,602422897.8097287
